from,to,count,
KEUR MBOUCKI,GAMADJI SARRE,0,No
KEUR MBOUCKI,CAS CAS,0,No
KEUR MBOUCKI,RAO,0,No
KEUR MBOUCKI,THILE BOUBACAR,0,No
KEUR MBOUCKI,FAFACOUROU,0,No
KEUR MBOUCKI,MAMPATIM,0,No
KEUR MBOUCKI,NDORNA,0,No
KEUR MBOUCKI,BONCONTO,0,No
KEUR MBOUCKI,NIAMING,0,No
KEUR MBOUCKI,DIOULACOLON,0,No
KEUR MBOUCKI,SARE COLY SALE,0,No
KEUR MBOUCKI,PAKOUR,0,No
KEUR MBOUCKI,SARE BIDJI,0,No
KEUR MBOUCKI,DJIBANAR,4,No
KEUR MBOUCKI,DJIREDJI,0,No
KEUR MBOUCKI,DIAROUME,0,No
KEUR MBOUCKI,BONA,0,No
KEUR MBOUCKI,KARANTABA,0,No
KEUR MBOUCKI,DIENDE,0,No
KEUR MBOUCKI,BOGHAL,0,No
KEUR MBOUCKI,SIMBANDI BRASSOU,0,No
KEUR MBOUCKI,DJIBABOUYA,0,No
KEUR MBOUCKI,CABROUSSE,0,No
KEUR MBOUCKI,LOUDIA OUOLOF,0,No
KEUR MBOUCKI,SINDIAN,0,No
KEUR MBOUCKI,TENGHORY,0,No
KEUR MBOUCKI,KATABA I,0,No
KEUR MBOUCKI,TENDOUCK,0,No
KEUR MBOUCKI,NYASSIA,0,No
KEUR MBOUCKI,NIAGUIS,0,No
KEUR MBOUCKI,BANDAFASSI,0,No
KEUR MBOUCKI,BEMBOU,0,No
KEUR MBOUCKI,DAKATELY,0,No
KEUR MBOUCKI,DAR SALAM,0,No
KEUR MBOUCKI,FONGOLIMBI,0,No
KEUR MBOUCKI,SABODALA,0,No
KEUR MBOUCKI,KOUSSANAR,0,No
KEUR MBOUCKI,MISSIRAH,0,No
KEUR MBOUCKI,MAKACOULIBANTANG,0,No
KEUR MBOUCKI,KOUTHIABA OUOLOF,1,No
KEUR MBOUCKI,BAMBA NDIAYENE,0,No
KEUR MBOUCKI,KOULOR,0,No
KEUR MBOUCKI,DIANKE MAKHA,0,No
KEUR MBOUCKI,BALA,0,No
KEUR MBOUCKI,BOYNGUEL BAMBA,0,No
KEUR MBOUCKI,MOUDERY,0,No
KEUR MBOUCKI,KENIEBA,0,No
KEUR MBOUCKI,BELE,0,No
KEUR MBOUCKI,OGO,0,No
KEUR MBOUCKI,AGNAM CIVOL,0,No
KEUR MBOUCKI,VELINGARA,0,No
KEUR MBOUCKI,ORKADIERE,0,No
KEUR MBOUCKI,OURO SIDY,0,No
SAGNA,PARCELLES ASSAINIES,1,No
SAGNA,ALMADIES,0,No
SAGNA,GRAND DAKAR,1,No
SAGNA,DAKAR PLATEAU,1,No
SAGNA,GUEDIAWAYE,2,No
SAGNA,PIKINE DAGOUDANE,0,No
SAGNA,THIAROYE,1,No
SAGNA,NIAYES,0,No
SAGNA,RUFISQUE,0,No
SAGNA,BAMBILOR,0,No
SAGNA,KEUR MOUSSA,1,No
SAGNA,SINDIA,1,No
SAGNA,NOTTO,0,No
SAGNA,THIENABA,0,No
SAGNA,PAMBAL,0,No
SAGNA,MEOUANE,0,No
SAGNA,MERINA DAKHAR,0,No
SAGNA,NIAKHENE,0,No
SAGNA,THIES SUD,0,No
SAGNA,THIES NORD,0,No
SAGNA,FISSEL,0,No
SAGNA,SESSENE,0,No
SAGNA,TAIF,0,No
SAGNA,KAEL,0,No
SAGNA,NDAME,3,No
SAGNA,NDOULO,0,No
SAGNA,NDINDY,0,No
SAGNA,NGOYE,0,No
SAGNA,LAMBAYE,0,No
SAGNA,BABA GARAGE,0,No
SAGNA,COLOBANE,0,No
SAGNA,NIAKHAR,0,No
SAGNA,TATTAGUINE,0,No
SAGNA,OUADIOUR,0,No
SAGNA,NDIOB,0,No
SAGNA,FIMELA,0,No
SAGNA,NIODIOR,0,No
SAGNA,TOUBACOUTA,0,No
SAGNA,DJILOR,0,No
SAGNA,SAKAL,0,No
SAGNA,MEUR MOMAR SARR,0,No
SAGNA,MBEDIENE,0,No
SAGNA,COKI,0,No
SAGNA,SAGATTA GUETH I,0,No
SAGNA,SAGATTA GUETH II,0,No
SAGNA,DAROU MOUSTY,0,No
SAGNA,SAGATTA DJOLOF,0,No
SAGNA,YANG YANG,1,No
SAGNA,DODJI,0,No
SAGNA,BARKEDJI,0,No
SAGNA,MBADAKHOUNE,0,No
SAGNA,NGUELOU,0,No
SAGNA,NGOTHIE,0,No
SAGNA,KOUMBAL,0,No
SAGNA,NDIEDIENG,0,No
SAGNA,PAOS KOTO,0,No
SAGNA,WACK NGOUNA,0,No
SAGNA,MEDINA SABAKH,1,No
SAGNA,GNIBY,4,No
SAGNA,DAROU MINAME II,1,No
SAGNA,KATAKELKEUR MBOUCKI,1,No
SAGNA,KEUR MBOUCKI,0,No
SAGNA,IDA MOURIDE,0,No
SAGNA,MISSIRAH WADENE,0,No
SAGNA,LOUR ESCALE,0,No
SAGNA,MABO,0,No
SAGNA,MBANE,0,No
SAGNA,SALDE,0,No
SAGNA,NDIAYE MBERESS,0,No
SAGNA,GAMADJI SARRE,0,No
SAGNA,CAS CAS,0,No
SAGNA,RAO,0,No
SAGNA,THILE BOUBACAR,0,No
SAGNA,FAFACOUROU,0,No
SAGNA,MAMPATIM,0,No
SAGNA,NDORNA,0,No
SAGNA,BONCONTO,0,No
SAGNA,NIAMING,0,No
SAGNA,DIOULACOLON,0,No
SAGNA,SARE COLY SALE,0,No
SAGNA,PAKOUR,0,No
SAGNA,SARE BIDJI,0,No
SAGNA,DJIBANAR,0,No
SAGNA,DJIREDJI,0,No
SAGNA,DIAROUME,0,No
SAGNA,BONA,0,No
SAGNA,KARANTABA,0,No
SAGNA,DIENDE,0,No
SAGNA,BOGHAL,0,No
SAGNA,SIMBANDI BRASSOU,0,No
SAGNA,DJIBABOUYA,0,No
SAGNA,CABROUSSE,0,No
SAGNA,LOUDIA OUOLOF,0,No
SAGNA,SINDIAN,0,No
SAGNA,TENGHORY,0,No
SAGNA,KATABA I,0,No
SAGNA,TENDOUCK,0,No
SAGNA,NYASSIA,0,No
SAGNA,NIAGUIS,0,No
SAGNA,BANDAFASSI,0,No
SAGNA,BEMBOU,0,No
SAGNA,DAKATELY,0,No
SAGNA,DAR SALAM,0,No
SAGNA,FONGOLIMBI,0,No
SAGNA,SABODALA,0,No
SAGNA,KOUSSANAR,0,No
SAGNA,MISSIRAH,0,No
SAGNA,MAKACOULIBANTANG,0,No
SAGNA,KOUTHIABA OUOLOF,0,No
SAGNA,BAMBA NDIAYENE,0,No
SAGNA,KOULOR,0,No
SAGNA,DIANKE MAKHA,0,No
SAGNA,BALA,0,No
SAGNA,BOYNGUEL BAMBA,0,No
SAGNA,MOUDERY,0,No
SAGNA,KENIEBA,0,No
SAGNA,BELE,0,No
SAGNA,OGO,0,No
SAGNA,AGNAM CIVOL,0,No
SAGNA,VELINGARA,0,No
SAGNA,ORKADIERE,0,No
SAGNA,OURO SIDY,1,No
IDA MOURIDE,PARCELLES ASSAINIES,0,No
IDA MOURIDE,ALMADIES,1,No
IDA MOURIDE,GRAND DAKAR,1,No
IDA MOURIDE,DAKAR PLATEAU,0,No
IDA MOURIDE,GUEDIAWAYE,0,No
IDA MOURIDE,PIKINE DAGOUDANE,1,No
IDA MOURIDE,THIAROYE,0,No
IDA MOURIDE,NIAYES,0,No
IDA MOURIDE,RUFISQUE,0,No
IDA MOURIDE,BAMBILOR,0,No
IDA MOURIDE,KEUR MOUSSA,0,No
IDA MOURIDE,SINDIA,1,No
IDA MOURIDE,NOTTO,0,No
IDA MOURIDE,THIENABA,0,No
IDA MOURIDE,PAMBAL,0,No
IDA MOURIDE,MEOUANE,0,No
IDA MOURIDE,MERINA DAKHAR,0,No
IDA MOURIDE,NIAKHENE,0,No
IDA MOURIDE,THIES SUD,0,No
IDA MOURIDE,THIES NORD,0,No
IDA MOURIDE,FISSEL,0,No
IDA MOURIDE,SESSENE,0,No
IDA MOURIDE,TAIF,0,No
IDA MOURIDE,KAEL,0,No
IDA MOURIDE,NDAME,3,No
IDA MOURIDE,NDOULO,0,No
IDA MOURIDE,NDINDY,0,No
IDA MOURIDE,NGOYE,0,No
IDA MOURIDE,LAMBAYE,0,No
IDA MOURIDE,BABA GARAGE,0,No
IDA MOURIDE,COLOBANE,0,No
IDA MOURIDE,NIAKHAR,0,No
IDA MOURIDE,TATTAGUINE,0,No
IDA MOURIDE,OUADIOUR,0,No
IDA MOURIDE,NDIOB,0,No
IDA MOURIDE,FIMELA,0,No
IDA MOURIDE,NIODIOR,0,No
IDA MOURIDE,TOUBACOUTA,0,No
IDA MOURIDE,DJILOR,0,No
IDA MOURIDE,SAKAL,0,No
IDA MOURIDE,MEUR MOMAR SARR,0,No
IDA MOURIDE,MBEDIENE,0,No
IDA MOURIDE,COKI,0,No
IDA MOURIDE,SAGATTA GUETH I,0,No
IDA MOURIDE,SAGATTA GUETH II,0,No
IDA MOURIDE,DAROU MOUSTY,0,No
IDA MOURIDE,SAGATTA DJOLOF,0,No
IDA MOURIDE,YANG YANG,0,No
IDA MOURIDE,DODJI,0,No
IDA MOURIDE,BARKEDJI,0,No
IDA MOURIDE,MBADAKHOUNE,0,No
IDA MOURIDE,NGUELOU,0,No
IDA MOURIDE,NGOTHIE,0,No
IDA MOURIDE,KOUMBAL,1,No
IDA MOURIDE,NDIEDIENG,0,No
IDA MOURIDE,PAOS KOTO,0,No
IDA MOURIDE,WACK NGOUNA,0,No
IDA MOURIDE,MEDINA SABAKH,0,No
IDA MOURIDE,GNIBY,1,No
IDA MOURIDE,DAROU MINAME II,0,No
IDA MOURIDE,KATAKELKEUR MBOUCKI,2,No
IDA MOURIDE,KEUR MBOUCKI,0,No
IDA MOURIDE,SAGNA,1,No
IDA MOURIDE,MISSIRAH WADENE,1,No
IDA MOURIDE,LOUR ESCALE,6,No
IDA MOURIDE,MABO,0,No
IDA MOURIDE,MBANE,0,No
IDA MOURIDE,SALDE,0,No
IDA MOURIDE,NDIAYE MBERESS,0,No
IDA MOURIDE,GAMADJI SARRE,0,No
IDA MOURIDE,CAS CAS,0,No
IDA MOURIDE,RAO,1,No
IDA MOURIDE,THILE BOUBACAR,0,No
IDA MOURIDE,FAFACOUROU,0,No
IDA MOURIDE,MAMPATIM,0,No
IDA MOURIDE,NDORNA,0,No
IDA MOURIDE,BONCONTO,1,No
IDA MOURIDE,NIAMING,0,No
IDA MOURIDE,DIOULACOLON,0,No
IDA MOURIDE,SARE COLY SALE,0,No
IDA MOURIDE,PAKOUR,0,No
IDA MOURIDE,SARE BIDJI,0,No
IDA MOURIDE,DJIBANAR,0,No
IDA MOURIDE,DJIREDJI,0,No
IDA MOURIDE,DIAROUME,0,No
IDA MOURIDE,BONA,0,No
IDA MOURIDE,KARANTABA,0,No
IDA MOURIDE,DIENDE,0,No
IDA MOURIDE,BOGHAL,0,No
IDA MOURIDE,SIMBANDI BRASSOU,0,No
IDA MOURIDE,DJIBABOUYA,0,No
IDA MOURIDE,CABROUSSE,1,No
IDA MOURIDE,LOUDIA OUOLOF,0,No
IDA MOURIDE,SINDIAN,0,No
IDA MOURIDE,TENGHORY,0,No
IDA MOURIDE,KATABA I,1,No
IDA MOURIDE,TENDOUCK,0,No
IDA MOURIDE,NYASSIA,0,No
IDA MOURIDE,NIAGUIS,0,No
IDA MOURIDE,BANDAFASSI,1,No
IDA MOURIDE,BEMBOU,0,No
IDA MOURIDE,DAKATELY,0,No
IDA MOURIDE,DAR SALAM,0,No
IDA MOURIDE,FONGOLIMBI,0,No
IDA MOURIDE,SABODALA,0,No
IDA MOURIDE,KOUSSANAR,0,No
IDA MOURIDE,MISSIRAH,0,No
IDA MOURIDE,MAKACOULIBANTANG,0,No
IDA MOURIDE,KOUTHIABA OUOLOF,3,No
IDA MOURIDE,BAMBA NDIAYENE,10,No
IDA MOURIDE,KOULOR,0,No
IDA MOURIDE,DIANKE MAKHA,0,No
IDA MOURIDE,BALA,0,No
IDA MOURIDE,BOYNGUEL BAMBA,0,No
IDA MOURIDE,MOUDERY,0,No
IDA MOURIDE,KENIEBA,0,No
IDA MOURIDE,BELE,0,No
IDA MOURIDE,OGO,0,No
IDA MOURIDE,AGNAM CIVOL,0,No
IDA MOURIDE,VELINGARA,1,No
IDA MOURIDE,ORKADIERE,0,No
IDA MOURIDE,OURO SIDY,0,No
MISSIRAH WADENE,PARCELLES ASSAINIES,1,No
MISSIRAH WADENE,ALMADIES,0,No
MISSIRAH WADENE,GRAND DAKAR,0,No
MISSIRAH WADENE,DAKAR PLATEAU,0,No
MISSIRAH WADENE,GUEDIAWAYE,1,No
MISSIRAH WADENE,PIKINE DAGOUDANE,0,No
MISSIRAH WADENE,THIAROYE,0,No
MISSIRAH WADENE,NIAYES,0,No
MISSIRAH WADENE,RUFISQUE,0,No
MISSIRAH WADENE,BAMBILOR,0,No
MISSIRAH WADENE,KEUR MOUSSA,1,No
MISSIRAH WADENE,SINDIA,0,No
MISSIRAH WADENE,NOTTO,0,No
MISSIRAH WADENE,THIENABA,0,No
MISSIRAH WADENE,PAMBAL,0,No
MISSIRAH WADENE,MEOUANE,0,No
MISSIRAH WADENE,MERINA DAKHAR,0,No
MISSIRAH WADENE,NIAKHENE,0,No
MISSIRAH WADENE,THIES SUD,0,No
MISSIRAH WADENE,THIES NORD,0,No
MISSIRAH WADENE,FISSEL,0,No
MISSIRAH WADENE,SESSENE,0,No
MISSIRAH WADENE,TAIF,0,No
MISSIRAH WADENE,KAEL,0,No
MISSIRAH WADENE,NDAME,3,No
MISSIRAH WADENE,NDOULO,0,No
MISSIRAH WADENE,NDINDY,0,No
MISSIRAH WADENE,NGOYE,0,No
MISSIRAH WADENE,LAMBAYE,0,No
MISSIRAH WADENE,BABA GARAGE,0,No
MISSIRAH WADENE,COLOBANE,0,No
MISSIRAH WADENE,NIAKHAR,0,No
MISSIRAH WADENE,TATTAGUINE,0,No
MISSIRAH WADENE,OUADIOUR,0,No
MISSIRAH WADENE,NDIOB,0,No
MISSIRAH WADENE,FIMELA,0,No
MISSIRAH WADENE,NIODIOR,0,No
MISSIRAH WADENE,TOUBACOUTA,0,No
MISSIRAH WADENE,DJILOR,0,No
MISSIRAH WADENE,SAKAL,0,No
MISSIRAH WADENE,MEUR MOMAR SARR,0,No
MISSIRAH WADENE,MBEDIENE,0,No
MISSIRAH WADENE,COKI,0,No
MISSIRAH WADENE,SAGATTA GUETH I,0,No
MISSIRAH WADENE,SAGATTA GUETH II,0,No
MISSIRAH WADENE,DAROU MOUSTY,0,No
MISSIRAH WADENE,SAGATTA DJOLOF,0,No
MISSIRAH WADENE,YANG YANG,0,No
MISSIRAH WADENE,DODJI,0,No
MISSIRAH WADENE,BARKEDJI,0,No
MISSIRAH WADENE,MBADAKHOUNE,0,No
MISSIRAH WADENE,NGUELOU,0,No
MISSIRAH WADENE,NGOTHIE,0,No
MISSIRAH WADENE,KOUMBAL,0,No
MISSIRAH WADENE,NDIEDIENG,0,No
MISSIRAH WADENE,PAOS KOTO,0,No
MISSIRAH WADENE,WACK NGOUNA,0,No
MISSIRAH WADENE,MEDINA SABAKH,0,No
MISSIRAH WADENE,GNIBY,0,No
MISSIRAH WADENE,DAROU MINAME II,0,No
MISSIRAH WADENE,KATAKELKEUR MBOUCKI,0,No
MISSIRAH WADENE,KEUR MBOUCKI,0,No
MISSIRAH WADENE,SAGNA,1,No
MISSIRAH WADENE,IDA MOURIDE,1,No
MISSIRAH WADENE,LOUR ESCALE,1,No
MISSIRAH WADENE,MABO,0,No
MISSIRAH WADENE,MBANE,0,No
MISSIRAH WADENE,SALDE,0,No
MISSIRAH WADENE,NDIAYE MBERESS,0,No
MISSIRAH WADENE,GAMADJI SARRE,0,No
MISSIRAH WADENE,CAS CAS,0,No
MISSIRAH WADENE,RAO,0,No
MISSIRAH WADENE,THILE BOUBACAR,0,No
MISSIRAH WADENE,FAFACOUROU,0,No
MISSIRAH WADENE,MAMPATIM,0,No
MISSIRAH WADENE,NDORNA,0,No
MISSIRAH WADENE,BONCONTO,0,No
MISSIRAH WADENE,NIAMING,0,No
MISSIRAH WADENE,DIOULACOLON,0,No
MISSIRAH WADENE,SARE COLY SALE,0,No
MISSIRAH WADENE,PAKOUR,0,No
MISSIRAH WADENE,SARE BIDJI,0,No
MISSIRAH WADENE,DJIBANAR,0,No
MISSIRAH WADENE,DJIREDJI,0,No
MISSIRAH WADENE,DIAROUME,0,No
MISSIRAH WADENE,BONA,0,No
MISSIRAH WADENE,KARANTABA,0,No
MISSIRAH WADENE,DIENDE,0,No
MISSIRAH WADENE,BOGHAL,0,No
MISSIRAH WADENE,SIMBANDI BRASSOU,0,No
MISSIRAH WADENE,DJIBABOUYA,0,No
MISSIRAH WADENE,CABROUSSE,0,No
MISSIRAH WADENE,LOUDIA OUOLOF,0,No
MISSIRAH WADENE,SINDIAN,0,No
MISSIRAH WADENE,TENGHORY,0,No
MISSIRAH WADENE,KATABA I,0,No
MISSIRAH WADENE,TENDOUCK,0,No
MISSIRAH WADENE,NYASSIA,0,No
MISSIRAH WADENE,NIAGUIS,0,No
MISSIRAH WADENE,BANDAFASSI,0,No
MISSIRAH WADENE,BEMBOU,0,No
MISSIRAH WADENE,DAKATELY,0,No
MISSIRAH WADENE,DAR SALAM,0,No
MISSIRAH WADENE,FONGOLIMBI,0,No
MISSIRAH WADENE,SABODALA,0,No
MISSIRAH WADENE,KOUSSANAR,0,No
MISSIRAH WADENE,MISSIRAH,0,No
MISSIRAH WADENE,MAKACOULIBANTANG,0,No
MISSIRAH WADENE,KOUTHIABA OUOLOF,0,No
MISSIRAH WADENE,BAMBA NDIAYENE,1,No
MISSIRAH WADENE,KOULOR,0,No
MISSIRAH WADENE,DIANKE MAKHA,0,No
MISSIRAH WADENE,BALA,0,No
MISSIRAH WADENE,BOYNGUEL BAMBA,0,No
MISSIRAH WADENE,MOUDERY,0,No
MISSIRAH WADENE,KENIEBA,0,No
MISSIRAH WADENE,BELE,0,No
MISSIRAH WADENE,OGO,0,No
MISSIRAH WADENE,AGNAM CIVOL,0,No
MISSIRAH WADENE,VELINGARA,0,No
MISSIRAH WADENE,ORKADIERE,0,No
MISSIRAH WADENE,OURO SIDY,0,No
LOUR ESCALE,PARCELLES ASSAINIES,0,No
LOUR ESCALE,ALMADIES,0,No
LOUR ESCALE,GRAND DAKAR,0,No
LOUR ESCALE,DAKAR PLATEAU,0,No
LOUR ESCALE,GUEDIAWAYE,0,No
LOUR ESCALE,PIKINE DAGOUDANE,0,No
LOUR ESCALE,THIAROYE,0,No
LOUR ESCALE,NIAYES,0,No
LOUR ESCALE,RUFISQUE,0,No
LOUR ESCALE,BAMBILOR,0,No
LOUR ESCALE,KEUR MOUSSA,0,No
LOUR ESCALE,SINDIA,0,No
LOUR ESCALE,NOTTO,0,No
LOUR ESCALE,THIENABA,0,No
LOUR ESCALE,PAMBAL,0,No
LOUR ESCALE,MEOUANE,0,No
LOUR ESCALE,MERINA DAKHAR,0,No
LOUR ESCALE,NIAKHENE,0,No
LOUR ESCALE,THIES SUD,0,No
LOUR ESCALE,THIES NORD,0,No
LOUR ESCALE,FISSEL,0,No
LOUR ESCALE,SESSENE,0,No
LOUR ESCALE,TAIF,0,No
LOUR ESCALE,KAEL,0,No
LOUR ESCALE,NDAME,2,No
LOUR ESCALE,NDOULO,0,No
LOUR ESCALE,NDINDY,0,No
LOUR ESCALE,NGOYE,0,No
LOUR ESCALE,LAMBAYE,0,No
LOUR ESCALE,BABA GARAGE,0,No
LOUR ESCALE,COLOBANE,0,No
LOUR ESCALE,NIAKHAR,0,No
LOUR ESCALE,TATTAGUINE,0,No
LOUR ESCALE,OUADIOUR,0,No
LOUR ESCALE,NDIOB,0,No
LOUR ESCALE,FIMELA,0,No
LOUR ESCALE,NIODIOR,0,No
LOUR ESCALE,TOUBACOUTA,0,No
LOUR ESCALE,DJILOR,0,No
LOUR ESCALE,SAKAL,0,No
LOUR ESCALE,MEUR MOMAR SARR,0,No
LOUR ESCALE,MBEDIENE,0,No
LOUR ESCALE,COKI,0,No
LOUR ESCALE,SAGATTA GUETH I,0,No
LOUR ESCALE,SAGATTA GUETH II,0,No
LOUR ESCALE,DAROU MOUSTY,0,No
LOUR ESCALE,SAGATTA DJOLOF,0,No
LOUR ESCALE,YANG YANG,0,No
LOUR ESCALE,DODJI,0,No
LOUR ESCALE,BARKEDJI,0,No
LOUR ESCALE,MBADAKHOUNE,0,No
LOUR ESCALE,NGUELOU,0,No
LOUR ESCALE,NGOTHIE,0,No
LOUR ESCALE,KOUMBAL,0,No
LOUR ESCALE,NDIEDIENG,0,No
LOUR ESCALE,PAOS KOTO,0,No
LOUR ESCALE,WACK NGOUNA,0,No
LOUR ESCALE,MEDINA SABAKH,0,No
LOUR ESCALE,GNIBY,0,No
LOUR ESCALE,DAROU MINAME II,1,No
LOUR ESCALE,KATAKELKEUR MBOUCKI,0,No
LOUR ESCALE,KEUR MBOUCKI,0,No
LOUR ESCALE,SAGNA,0,No
LOUR ESCALE,IDA MOURIDE,1,No
LOUR ESCALE,MISSIRAH WADENE,3,No
LOUR ESCALE,MABO,0,No
LOUR ESCALE,MBANE,0,No
LOUR ESCALE,SALDE,0,No
LOUR ESCALE,NDIAYE MBERESS,0,No
LOUR ESCALE,GAMADJI SARRE,0,No
LOUR ESCALE,CAS CAS,0,No
LOUR ESCALE,RAO,0,No
LOUR ESCALE,THILE BOUBACAR,0,No
LOUR ESCALE,FAFACOUROU,0,No
LOUR ESCALE,MAMPATIM,0,No
LOUR ESCALE,NDORNA,0,No
LOUR ESCALE,BONCONTO,0,No
LOUR ESCALE,NIAMING,0,No
LOUR ESCALE,DIOULACOLON,0,No
LOUR ESCALE,SARE COLY SALE,0,No
LOUR ESCALE,PAKOUR,0,No
LOUR ESCALE,SARE BIDJI,0,No
LOUR ESCALE,DJIBANAR,0,No
LOUR ESCALE,DJIREDJI,0,No
LOUR ESCALE,DIAROUME,0,No
LOUR ESCALE,BONA,0,No
LOUR ESCALE,KARANTABA,0,No
LOUR ESCALE,DIENDE,0,No
LOUR ESCALE,BOGHAL,0,No
LOUR ESCALE,SIMBANDI BRASSOU,0,No
LOUR ESCALE,DJIBABOUYA,0,No
LOUR ESCALE,CABROUSSE,0,No
LOUR ESCALE,LOUDIA OUOLOF,0,No
LOUR ESCALE,SINDIAN,0,No
LOUR ESCALE,TENGHORY,0,No
LOUR ESCALE,KATABA I,0,No
LOUR ESCALE,TENDOUCK,0,No
LOUR ESCALE,NYASSIA,0,No
LOUR ESCALE,NIAGUIS,0,No
LOUR ESCALE,BANDAFASSI,0,No
LOUR ESCALE,BEMBOU,0,No
LOUR ESCALE,DAKATELY,0,No
LOUR ESCALE,DAR SALAM,0,No
LOUR ESCALE,FONGOLIMBI,0,No
LOUR ESCALE,SABODALA,0,No
LOUR ESCALE,KOUSSANAR,0,No
LOUR ESCALE,MISSIRAH,0,No
LOUR ESCALE,MAKACOULIBANTANG,0,No
LOUR ESCALE,KOUTHIABA OUOLOF,0,No
LOUR ESCALE,BAMBA NDIAYENE,0,No
LOUR ESCALE,KOULOR,0,No
LOUR ESCALE,DIANKE MAKHA,0,No
LOUR ESCALE,BALA,0,No
LOUR ESCALE,BOYNGUEL BAMBA,0,No
LOUR ESCALE,MOUDERY,0,No
LOUR ESCALE,KENIEBA,0,No
LOUR ESCALE,BELE,0,No
LOUR ESCALE,OGO,1,No
LOUR ESCALE,AGNAM CIVOL,0,No
LOUR ESCALE,VELINGARA,2,No
LOUR ESCALE,ORKADIERE,0,No
LOUR ESCALE,OURO SIDY,0,No
MABO,PARCELLES ASSAINIES,3,No
MABO,ALMADIES,0,No
MABO,GRAND DAKAR,0,No
MABO,DAKAR PLATEAU,0,No
MABO,GUEDIAWAYE,0,No
MABO,PIKINE DAGOUDANE,1,No
MABO,THIAROYE,0,No
MABO,NIAYES,0,No
MABO,RUFISQUE,0,No
MABO,BAMBILOR,0,No
MABO,KEUR MOUSSA,0,No
MABO,SINDIA,0,No
MABO,NOTTO,0,No
MABO,THIENABA,0,No
MABO,PAMBAL,0,No
MABO,MEOUANE,0,No
MABO,MERINA DAKHAR,0,No
MABO,NIAKHENE,0,No
MABO,THIES SUD,0,No
MABO,THIES NORD,0,No
MABO,FISSEL,0,No
MABO,SESSENE,0,No
MABO,TAIF,0,No
MABO,KAEL,0,No
MABO,NDAME,0,No
MABO,NDOULO,0,No
MABO,NDINDY,0,No
MABO,NGOYE,0,No
MABO,LAMBAYE,0,No
MABO,BABA GARAGE,0,No
MABO,COLOBANE,0,No
MABO,NIAKHAR,1,No
MABO,TATTAGUINE,0,No
MABO,OUADIOUR,0,No
MABO,NDIOB,0,No
MABO,FIMELA,0,No
MABO,NIODIOR,0,No
MABO,TOUBACOUTA,0,No
MABO,DJILOR,0,No
MABO,SAKAL,0,No
MABO,MEUR MOMAR SARR,0,No
MABO,MBEDIENE,0,No
MABO,COKI,0,No
MABO,SAGATTA GUETH I,0,No
MABO,SAGATTA GUETH II,0,No
MABO,DAROU MOUSTY,0,No
MABO,SAGATTA DJOLOF,0,No
MABO,YANG YANG,0,No
MABO,DODJI,0,No
MABO,BARKEDJI,0,No
MABO,MBADAKHOUNE,0,No
MABO,NGUELOU,0,No
MABO,NGOTHIE,0,No
MABO,KOUMBAL,4,No
MABO,NDIEDIENG,0,No
MABO,PAOS KOTO,4,No
MABO,WACK NGOUNA,0,No
MABO,MEDINA SABAKH,4,No
MABO,GNIBY,5,No
MABO,DAROU MINAME II,2,No
MABO,KATAKELKEUR MBOUCKI,4,No
MABO,KEUR MBOUCKI,2,No
MABO,SAGNA,1,No
MABO,IDA MOURIDE,0,No
MABO,MISSIRAH WADENE,0,No
MABO,LOUR ESCALE,0,No
MABO,MBANE,0,No
MABO,SALDE,0,No
MABO,NDIAYE MBERESS,0,No
MABO,GAMADJI SARRE,0,No
MABO,CAS CAS,0,No
MABO,RAO,0,No
MABO,THILE BOUBACAR,0,No
MABO,FAFACOUROU,0,No
MABO,MAMPATIM,0,No
MABO,NDORNA,0,No
MABO,BONCONTO,0,No
MABO,NIAMING,0,No
MABO,DIOULACOLON,1,No
MABO,SARE COLY SALE,0,No
MABO,PAKOUR,0,No
MABO,SARE BIDJI,0,No
MABO,DJIBANAR,1,No
MABO,DJIREDJI,0,No
MABO,DIAROUME,0,No
MABO,BONA,0,No
MABO,KARANTABA,0,No
MABO,DIENDE,0,No
MABO,BOGHAL,0,No
MABO,SIMBANDI BRASSOU,0,No
MABO,DJIBABOUYA,0,No
MABO,CABROUSSE,0,No
MABO,LOUDIA OUOLOF,0,No
MABO,SINDIAN,0,No
MABO,TENGHORY,0,No
MABO,KATABA I,0,No
MABO,TENDOUCK,0,No
MABO,NYASSIA,0,No
MABO,NIAGUIS,0,No
MABO,BANDAFASSI,0,No
MABO,BEMBOU,0,No
MABO,DAKATELY,0,No
MABO,DAR SALAM,0,No
MABO,FONGOLIMBI,0,No
MABO,SABODALA,0,No
MABO,KOUSSANAR,1,No
MABO,MISSIRAH,0,No
MABO,MAKACOULIBANTANG,0,No
MABO,KOUTHIABA OUOLOF,0,No
MABO,BAMBA NDIAYENE,0,No
MABO,KOULOR,0,No
MABO,DIANKE MAKHA,0,No
MABO,BALA,0,No
MABO,BOYNGUEL BAMBA,0,No
MABO,MOUDERY,0,No
MABO,KENIEBA,0,No
MABO,BELE,0,No
MABO,OGO,0,No
MABO,AGNAM CIVOL,0,No
MABO,VELINGARA,0,No
MABO,ORKADIERE,0,No
MABO,OURO SIDY,0,No
MBANE,PARCELLES ASSAINIES,1,No
MBANE,ALMADIES,2,No
MBANE,GRAND DAKAR,1,No
MBANE,DAKAR PLATEAU,1,No
